Reference area,Source,Sex,Place of birth,Time,Total,15-24,25-54,55-64,65+
Fiji,"LFS - Employment, Unemployment Survey",Total,Total,2011,586.4,144.1,344.0,58.8,39.6
Fiji,"LFS - Employment, Unemployment Survey",Total,Total,2016,593.6,138.2,341.2,67.3,46.9
Fiji,ADM - Immigration Office Records from Arrivals and Departure cards,Total,Total,2020,38.6,4.5,22.7,7.1,4.3
Fiji,ADM - Immigration Office Records from Arrivals and Departure cards,Total,Total,2021,12.1,1.7,8.2,1.4,0.9
Finland,LFS - EU Labour Force Survey,Total,Total,2011,4477.6,639.4,2096.3,782.6,959.3
Finland,LFS - EU Labour Force Survey,Total,Total,2012,4502.5,641.3,2089.5,774.1,997.7
Finland,LFS - EU Labour Force Survey,Total,Total,2013,4524.8,638.2,2088.0,762.5,1036.1
Finland,LFS - EU Labour Force Survey,Total,Total,2014,4545.6,632.9,2088.2,750.6,1073.9
Finland,LFS - EU Labour Force Survey,Total,Total,2015,4562.0,623.9,2088.2,742.9,1106.9
Finland,LFS - EU Labour Force Survey,Total,Total,2016,4581.1,618.9,2087.7,738.1,1136.3
Finland,LFS - EU Labour Force Survey,Total,Total,2017,4597.4,611.6,2087.6,735.0,1163.3
Finland,LFS - EU Labour Force Survey,Total,Total,2018,4612.3,601.9,2087.0,731.6,1191.8
Finland,LFS - EU Labour Force Survey,Total,Total,2019,4627.1,595.2,2084.5,729.8,1217.7
Finland,LFS - EU Labour Force Survey,Total,Total,2020,4643.1,588.3,2085.0,727.2,1242.6
Finland,LFS - EU Labour Force Survey,Total,Total,2021,4610.8,589.7,2085.8,723.3,1212.0
Finland,LFS - EU Labour Force Survey,Total,Total,2022,4630.2,589.3,2090.5,720.1,1230.3
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2011,50571.2,7377.4,24600.4,8041.5,10551.9
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2012,50810.7,7312.4,24568.9,8066.0,10863.5
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2013,50720.9,6958.7,24525.1,8022.8,11214.2
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2014,52401.4,7154.8,25228.7,8263.6,11754.3
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2015,52578.4,7114.4,25182.0,8250.4,12031.6
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2016,52841.9,7148.2,25097.2,8302.2,12294.3
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2017,53177.7,7219.9,24938.2,8325.7,12693.9
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2018,53395.4,7288.8,24798.2,8327.6,12980.7
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2019,53599.7,7323.9,24653.5,8375.0,13247.3
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2020,53811.1,7400.0,24451.9,8455.8,13503.4
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2021,53885.9,7314.2,24374.9,8506.1,13690.7
France,LFS - EnquÃÂªte sur l'emploi,Total,Total,2022,54427.5,7844.5,24470.7,8504.3,13608.0
Gambia,LFS - Labour Force Survey,Total,Total,2012,1019.2,360.8,542.5,59.6,56.3
Gambia,LFS - Labour Force Survey,Total,Total,2018,1329.9,491.3,689.0,76.5,73.1
Germany,LFS - EU Labour Force Survey,Total,Total,2011,68540.4,8706.2,33544.6,10063.2,16226.4
Germany,LFS - EU Labour Force Survey,Total,Total,2012,68841.0,8642.6,33497.8,10346.6,16354.0
Germany,LFS - EU Labour Force Survey,Total,Total,2013,69115.5,8537.6,33418.5,10620.5,16538.8
Germany,LFS - EU Labour Force Survey,Total,Total,2014,69463.3,8467.4,33450.4,10811.5,16734.0
Germany,LFS - EU Labour Force Survey,Total,Total,2015,70070.0,8386.4,33499.2,11078.2,17106.2
Germany,LFS - EU Labour Force Survey,Total,Total,2016,70550.9,8505.7,33940.4,11356.2,16748.6
Germany,LFS - EU Labour Force Survey,Total,Total,2017,70715.4,8494.1,33735.5,11567.7,16918.0
Germany,LFS - EU Labour Force Survey,Total,Total,2018,70790.2,8437.6,33146.7,11939.4,17266.6
Germany,LFS - EU Labour Force Survey,Total,Total,2019,70694.4,8412.0,32871.0,12262.0,17149.3
Germany,LFS - EU Labour Force Survey,Total,Total,2020,71130.9,8391.8,32226.2,12610.6,17902.4
Germany,LFS - EU Labour Force Survey,Total,Total,2021,71071.3,8281.4,31862.0,12823.9,18104.0
Germany,LFS - EU Labour Force Survey,Total,Total,2022,71670.0,8331.9,31965.2,13012.4,18360.5
Ghana,HIES - Living Standards Measurement Survey,Total,Total,2013,16163.6,5085.5,8581.6,1214.3,1282.2
Ghana,LFS - Labour Force Survey,Total,Total,2015,13712.6,3272.0,8087.4,1140.1,1213.2
Ghana,HIES - Living Standards Measurement Survey,Total,Total,2017,17561.7,5487.4,9228.9,1443.2,1402.1
Greece,LFS - Labour Force Survey,Total,Total,2011,9372.8,1151.1,4763.0,1310.1,2148.6
Greece,LFS - Labour Force Survey,Total,Total,2012,9344.8,1129.8,4710.7,1315.9,2188.4
Greece,LFS - Labour Force Survey,Total,Total,2013,9309.5,1110.0,4658.8,1321.4,2219.3
Greece,LFS - Labour Force Survey,Total,Total,2014,9282.1,1091.7,4616.8,1331.8,2241.7
Greece,LFS - Labour Force Survey,Total,Total,2015,9246.5,1075.2,4567.8,1344.2,2259.3
Greece,LFS - Labour Force Survey,Total,Total,2016,9212.8,1061.2,4519.0,1356.5,2276.1
Greece,LFS - Labour Force Survey,Total,Total,2017,9176.9,1048.6,4468.6,1368.4,2291.3
Greece,LFS - Labour Force Survey,Total,Total,2018,8322.8,959.8,4024.0,1244.9,2094.2
Greece,LFS - Labour Force Survey,Total,Total,2019,8300.5,950.4,3973.8,1254.0,2122.4
Greece,LFS - Labour Force Survey,Total,Total,2020,8425.9,968.3,3969.5,1308.0,2180.0
Greece,LFS - Labour Force Survey,Total,Total,2021,9065.4,1045.6,4223.8,1408.8,2387.1
Greece,LFS - Labour Force Survey,Total,Total,2022,9050.2,1048.9,4161.3,1429.5,2410.5
Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,Total,Total,2012,9531.4,3091.4,6439.9,0.0,0.0
Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,Total,Total,2013,9739.6,3220.7,6518.9,0.0,0.0
Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,Total,Total,2014,10004.4,3335.2,6669.2,0.0,0.0
Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,Total,Total,2015,10393.1,3410.9,6982.1,0.0,0.0
Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,Total,Total,2016,10903.3,3503.3,7400.0,0.0,0.0
Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,Total,Total,2017,11188.5,3618.3,7570.1,0.0,0.0
Guatemala,PC - Population Census,Total,Total,2018,9928.6,3176.5,5090.8,824.1,837.3
Guinea,LFS - EnquÃÂªte Nationale sur l'Emploi et le Secteur Informel,Total,Total,2019,6308.5,1754.9,3468.1,559.0,526.4
Guinea-Bissau,HIES - EnquÃÂªte harmonisÃÂ©e sur les conditions de vie des mÃÂ©nages,Total,Total,2018,979.8,341.5,520.2,65.8,52.4
Guinea-Bissau,HS - EnquÃÂªte rÃÂ©gionale IntÃÂ©grÃÂ©e sur l'emploi et le secteur informel,Total,Total,2020,912.1,573.2,253.0,53.8,32.2
Guyana,LFS - Labour Force Survey,Total,Total,2018,540.7,143.7,278.8,64.2,54.1
Guyana,LFS - Labour Force Survey,Total,Total,2019,556.8,144.2,283.4,68.9,60.3
Haiti,HIES - EnquÃÂªte sur les Conditions de Vie des MÃÂ©nages AprÃÂ¨s le SÃÂ©isme,Total,Total,2012,7015.3,2380.8,3518.0,570.0,546.5
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2011,5426.4,1870.2,2579.7,482.4,494.1
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2012,6627.6,2960.1,3667.4,0.0,0.0
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2013,6760.9,2936.0,3824.9,0.0,0.0
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2014,5559.4,1817.8,2777.4,463.2,501.0
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2015,5779.2,1898.6,2842.5,517.0,521.2
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2016,5949.4,1911.4,2927.1,539.3,571.5
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2017,6031.6,1897.3,2986.8,553.5,594.0
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2018,6246.4,1868.5,3108.7,605.2,664.0
Honduras,HS - Encuesta Permanente de Hogares de PropÃÂ³sitos MÃÂºltiples,Total,Total,2019,6434.3,1896.3,3176.5,658.0,703.5
Hungary,LFS - Labour Force Survey,Total,Total,2011,8337.0,1180.2,4131.5,1406.8,1618.5
Hungary,LFS - Labour Force Survey,Total,Total,2012,8324.4,1168.1,4107.3,1418.8,1630.3
Hungary,LFS - Labour Force Survey,Total,Total,2013,8305.4,1148.1,4086.3,1412.4,1658.6
Hungary,LFS - Labour Force Survey,Total,Total,2014,8278.9,1123.0,4067.7,1397.1,1691.1
Hungary,LFS - Labour Force Survey,Total,Total,2015,8251.6,1098.3,4056.6,1375.5,1721.2
Hungary,LFS - Labour Force Survey,Total,Total,2016,8234.4,1070.9,4057.2,1349.9,1756.5
Hungary,LFS - Labour Force Survey,Total,Total,2017,8197.6,1044.6,4051.8,1318.8,1782.4
Hungary,LFS - Labour Force Survey,Total,Total,2018,8181.7,1025.6,4063.8,1280.1,1812.2
Hungary,LFS - Labour Force Survey,Total,Total,2019,8182.0,1009.9,4083.7,1233.5,1854.9
Hungary,LFS - Labour Force Survey,Total,Total,2020,8187.1,995.5,4098.4,1186.4,1906.8
Hungary,LFS - Labour Force Survey,Total,Total,2021,8124.5,983.2,4076.1,1147.5,1917.7
Hungary,LFS - Labour Force Survey,Total,Total,2022,8096.0,982.7,4053.7,1131.9,1927.8
Iceland,LFS - EU Labour Force Survey,Total,Total,2011,223.7,40.9,127.5,34.4,20.9
Iceland,LFS - EU Labour Force Survey,Total,Total,2012,223.6,40.7,125.7,35.4,21.8
Iceland,LFS - EU Labour Force Survey,Total,Total,2013,226.9,40.8,126.8,36.3,22.9
Iceland,LFS - EU Labour Force Survey,Total,Total,2014,227.4,40.5,126.0,37.1,23.7
Iceland,LFS - EU Labour Force Survey,Total,Total,2015,230.5,40.1,127.0,38.1,25.2
Iceland,LFS - EU Labour Force Survey,Total,Total,2016,234.3,39.3,129.5,38.8,26.6
Iceland,LFS - EU Labour Force Survey,Total,Total,2017,240.5,39.8,133.4,39.6,27.6
Iceland,LFS - EU Labour Force Survey,Total,Total,2018,249.1,39.9,139.9,40.7,28.5
Iceland,LFS - EU Labour Force Survey,Total,Total,2019,256.4,40.1,145.0,41.5,29.7
Iceland,LFS - EU Labour Force Survey,Total,Total,2020,260.6,40.3,147.7,41.9,30.7
Iceland,LFS - EU Labour Force Survey,Total,Total,2021,285.2,40.5,149.7,42.5,52.5
Iceland,LFS - EU Labour Force Survey,Total,Total,2022,293.1,41.4,154.2,43.0,54.4
Indonesia,LFS - National Labour Force Survey,Total,Total,2014,182992.2,0.0,0.0,0.0,0.0
Indonesia,HS - Household or Labour Force Survey,Total,Total,2015,186100.9,0.0,0.0,0.0,0.0
Indonesia,LFS - National Labour Force Survey,Total,Total,2017,191333.7,43623.7,112046.8,20920.2,14742.9
Indonesia,LFS - National Labour Force Survey,Total,Total,2018,195835.7,43997.4,114055.8,21847.0,15935.5
Indonesia,LFS - National Labour Force Survey,Total,Total,2019,200485.1,44073.5,116162.6,22945.9,17303.0
Indonesia,LFS - National Labour Force Survey,Total,Total,2021,206708.3,44065.9,118645.1,24808.6,19188.8
Indonesia,LFS - National Labour Force Survey,Total,Total,2022,208982.2,44393.5,120225.7,25181.2,19181.9
Iraq,HIES - Household Socio-Economic Survey,Total,Total,2012,20182.2,6907.3,10522.4,1606.7,1145.8
Iraq,LFS - Labour Force Survey,Total,Total,2021,26091.4,8478.2,13845.7,2054.3,1713.1
Ireland,LFS - EU Labour Force Survey,Total,Total,2011,3600.2,579.0,2024.5,461.5,535.2
Ireland,LFS - EU Labour Force Survey,Total,Total,2012,3608.3,566.7,2020.2,468.6,552.8
Ireland,LFS - EU Labour Force Survey,Total,Total,2013,3625.2,564.3,2013.5,475.4,572.0
Ireland,LFS - EU Labour Force Survey,Total,Total,2014,3653.7,567.7,2010.2,483.2,592.5
Ireland,LFS - EU Labour Force Survey,Total,Total,2015,3693.5,572.6,2014.8,493.2,612.9
Ireland,LFS - EU Labour Force Survey,Total,Total,2016,3742.4,577.2,2026.7,506.0,632.5
Ireland,LFS - EU Labour Force Survey,Total,Total,2017,3794.6,588.2,2035.5,517.1,653.8
Ireland,LFS - EU Labour Force Survey,Total,Total,2018,3852.4,605.7,2042.5,527.6,676.6
Ireland,LFS - EU Labour Force Survey,Total,Total,2019,3919.3,619.9,2058.6,540.9,700.0
Ireland,LFS - EU Labour Force Survey,Total,Total,2020,3977.0,630.3,2070.5,552.9,723.2
Ireland,LFS - EU Labour Force Survey,Total,Total,2021,4023.4,636.7,2076.4,564.1,746.2
Ireland,LFS - EU Labour Force Survey,Total,Total,2022,4112.8,651.1,2113.3,576.6,771.7
Israel,LFS - Labour Force Survey,Total,Total,2012,5500.8,1117.4,2878.5,732.9,772.1
Israel,LFS - Labour Force Survey,Total,Total,2013,5627.6,1139.7,2911.3,752.6,824.0
Israel,LFS - Labour Force Survey,Total,Total,2014,5735.4,1158.7,2958.3,769.8,848.6
Israel,LFS - Labour Force Survey,Total,Total,2015,5846.8,1182.0,3005.9,772.6,886.3
Israel,LFS - Labour Force Survey,Total,Total,2016,5960.2,1198.9,3052.7,781.2,927.4
Israel,LFS - Labour Force Survey,Total,Total,2017,6074.9,1219.6,3093.7,796.1,965.5
Israel,LFS - Labour Force Survey,Total,Total,2018,6194.6,1249.6,3147.3,795.9,1001.7
Israel,LFS - Labour Force Survey,Total,Total,2019,6322.5,1278.2,3188.1,811.3,1044.9
Israel,LFS - Labour Force Survey,Total,Total,2020,6445.6,1300.7,3246.8,823.1,1075.1
Israel,LFS - Labour Force Survey,Total,Total,2021,6557.4,1328.0,3289.9,828.2,1111.4
Italy,LFS - EU Labour Force Survey,Total,Total,2011,51221.1,5983.9,25633.7,7497.1,12106.4
Italy,LFS - EU Labour Force Survey,Total,Total,2012,51457.3,5992.6,25600.7,7514.4,12349.6
Italy,LFS - EU Labour Force Survey,Total,Total,2013,51767.9,5996.1,25627.6,7547.8,12596.3
Italy,LFS - EU Labour Force Survey,Total,Total,2014,52009.1,5974.3,25599.4,7587.4,12848.0
Italy,LFS - EU Labour Force Survey,Total,Total,2015,52070.2,5936.7,25451.6,7646.5,13035.4
Italy,LFS - EU Labour Force Survey,Total,Total,2016,52058.4,5903.6,25227.5,7739.8,13187.5
Italy,LFS - EU Labour Force Survey,Total,Total,2017,52052.5,5878.4,24953.4,7894.0,13326.8
Italy,LFS - EU Labour Force Survey,Total,Total,2018,52027.2,5861.8,24662.3,8063.7,13439.4
Italy,LFS - EU Labour Force Survey,Total,Total,2019,51993.4,5871.3,24300.7,8255.4,13566.0
Italy,LFS - EU Labour Force Survey,Total,Total,2020,51977.2,5875.5,23908.0,8477.2,13716.4
Italy,LFS - EU Labour Force Survey,Total,Total,2021,51305.7,5772.3,23162.7,8590.9,13779.8
Italy,LFS - EU Labour Force Survey,Total,Total,2022,51174.6,5782.0,22738.4,8745.7,13908.6
Kenya,HIES - Household Budget Survey,Total,Total,2019,29073.7,9188.2,15255.1,2348.7,2281.7
Kiribati,PC - Population Census,Total,Total,2015,71.7,22.0,40.0,5.7,4.0
Kiribati,HIES - Household Income and Expenditure Survey,Total,Total,2019,76.9,22.0,43.3,7.2,4.5
Kiribati,PC - Population Census,Total,Total,2020,72.3,18.9,42.0,7.0,4.5
Kosovo,LFS - Labour Force Survey,Total,Total,2012,1368.2,373.8,728.6,134.1,131.8
Kosovo,LFS - Labour Force Survey,Total,Total,2013,1332.7,353.3,698.4,140.0,141.1
Kosovo,LFS - Labour Force Survey,Total,Total,2014,1352.3,358.5,702.4,141.5,149.8
Kosovo,LFS - Labour Force Survey,Total,Total,2015,1328.7,342.5,686.4,147.3,152.6
Kosovo,LFS - Labour Force Survey,Total,Total,2016,1350.5,345.0,685.5,154.0,166.0
Kosovo,LFS - Labour Force Survey,Total,Total,2017,1388.7,345.9,695.0,159.3,188.5
Kosovo,LFS - Labour Force Survey,Total,Total,2018,1401.3,337.4,697.5,163.3,203.0
Kosovo,LFS - Labour Force Survey,Total,Total,2019,1392.4,339.2,691.7,175.9,185.6
Kosovo,LFS - Labour Force Survey,Total,Total,2020,1414.6,336.4,702.4,183.3,192.5
Kosovo,LFS - Labour Force Survey,Total,Total,2021,1417.2,327.2,716.6,187.9,185.5
Kuwait,PC - Population Census,Total,Total,2011,2370.7,0.0,0.0,0.0,0.0
Kuwait,"ADM-PR - Statistics, Authority for Civil Information",Total,Total,2012,3010.2,0.0,0.0,0.0,0.0
Kuwait,"ADM-PR - Statistics, Authority for Civil Information",Total,Total,2013,3112.3,0.0,0.0,0.0,0.0
Kuwait,"ADM-PR - Statistics, Authority for Civil Information",Total,Total,2014,3220.6,0.0,0.0,0.0,0.0
Lao People's Democratic Republic,LFS - Labour Force Survey,Total,Total,2017,4758.0,1283.7,2684.7,468.7,321.0
Latvia,LFS - EU Labour Force Survey,Total,Total,2011,1756.9,273.9,859.0,249.2,374.8
Latvia,LFS - EU Labour Force Survey,Total,Total,2012,1725.7,252.3,846.4,253.5,373.5
Latvia,LFS - EU Labour Force Survey,Total,Total,2013,1706.5,235.5,839.7,257.4,374.0
Latvia,LFS - EU Labour Force Survey,Total,Total,2014,1674.1,212.7,822.6,260.0,378.7
Latvia,LFS - EU Labour Force Survey,Total,Total,2015,1655.2,201.0,811.4,262.1,380.7
Latvia,LFS - EU Labour Force Survey,Total,Total,2016,1636.3,189.4,800.5,264.5,381.9
Latvia,LFS - EU Labour Force Survey,Total,Total,2017,1611.4,179.3,784.2,266.0,382.0
Latvia,LFS - EU Labour Force Survey,Total,Total,2018,1598.6,173.3,774.6,268.5,382.2
Latvia,LFS - EU Labour Force Survey,Total,Total,2019,1586.4,171.4,764.4,268.2,382.4
Latvia,LFS - EU Labour Force Survey,Total,Total,2020,1575.5,170.6,753.2,266.0,385.6
Latvia,PC - Population Census,Total,Total,2021,1590.2,173.7,755.8,267.0,393.7
Latvia,LFS - EU Labour Force Survey,Total,Total,2022,1564.1,178.4,738.4,261.1,386.1
Lesotho,LFS - Labour Force Survey,Total,Total,2019,1346.8,385.5,715.1,111.9,134.3
Liberia,HIES - Household Income and Expenditure Survey,Total,Total,2014,2205.1,685.8,1290.7,133.5,95.2
Liberia,HIES - Household Income and Expenditure Survey,Total,Total,2016,2355.1,766.1,1334.2,133.7,121.0
Liberia,LFS - Labour Force Survey,Total,Total,2017,2355.1,766.1,1334.2,133.7,121.0
Liberia,OE - Population estimates,Total,Total,2020,2655.9,873.4,1497.2,177.6,107.7
Lithuania,LFS - EU Labour Force Survey,Total,Total,2011,2581.7,427.2,1259.4,349.9,545.2
Lithuania,LFS - EU Labour Force Survey,Total,Total,2012,2550.7,411.6,1238.6,356.3,544.2
Lithuania,LFS - EU Labour Force Survey,Total,Total,2013,2526.3,397.8,1219.2,366.6,542.7
Lithuania,LFS - EU Labour Force Survey,Total,Total,2014,2506.5,385.6,1200.5,374.8,545.5
Lithuania,LFS - EU Labour Force Survey,Total,Total,2015,2483.0,369.3,1182.7,382.7,548.4
Lithuania,LFS - EU Labour Force Survey,Total,Total,2016,2449.1,347.9,1160.2,391.0,549.9
Lithuania,LFS - EU Labour Force Survey,Total,Total,2017,2405.7,323.0,1132.5,398.9,551.3
Lithuania,LFS - EU Labour Force Survey,Total,Total,2018,2379.9,303.3,1119.6,405.1,551.9
Lithuania,LFS - EU Labour Force Survey,Total,Total,2019,2368.3,288.3,1113.9,412.1,553.9
Lithuania,LFS - EU Labour Force Survey,Total,Total,2020,2370.2,281.0,1116.3,414.7,558.3
Lithuania,PC - Population Census,Total,Total,2021,2393.7,272.7,1132.5,428.6,559.9
Lithuania,LFS - EU Labour Force Survey,Total,Total,2022,2402.4,270.2,1136.0,430.3,566.0
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2011,410.4,59.4,230.1,54.8,66.1
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2012,423.6,60.9,237.1,57.0,68.6
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2013,426.9,60.7,240.5,57.9,67.7
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2014,434.2,59.5,245.1,59.7,69.9
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2015,459.9,66.1,255.9,63.8,74.1
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2016,471.9,67.1,262.4,66.2,76.1
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2017,485.1,69.8,268.2,69.2,77.9
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2018,495.0,69.7,273.6,71.6,80.2
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2019,505.0,70.0,278.9,74.0,82.1
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2020,515.8,70.6,284.2,76.5,84.5
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2021,522.9,70.5,287.3,78.7,86.4
Luxembourg,LFS - EU Labour Force Survey,Total,Total,2022,531.2,70.8,291.4,78.2,90.9
Malawi,HIES - Integrated Household Survey,Total,Total,2011,7469.4,2596.0,3879.5,470.5,523.4
Malawi,LFS - Labour Force Survey,Total,Total,2013,8344.7,2801.5,4470.9,523.9,548.4
Malawi,HIES - Integrated Household Survey,Total,Total,2017,9010.5,3199.5,4564.1,544.3,702.7
Malawi,PC - Population Census,Total,Total,2018,9845.2,3687.5,4958.9,541.8,656.9
Malawi,HIES - Integrated Household Survey,Total,Total,2020,10088.8,3691.3,4993.9,637.4,766.2
Maldives,PC - Population Census,Total,Total,2014,312.1,81.3,195.4,18.8,16.6
Maldives,HIES - Household Income and Expenditure Survey,Total,Total,2016,263.3,64.0,154.4,22.1,22.7
Maldives,HIES - Household Income and Expenditure Survey,Total,Total,2019,317.5,62.5,199.6,31.1,24.3
Mali,LFS - EnquÃÂªte Emploi Permanente AuprÃÂ¨s des MÃÂ©nages,Total,Total,2020,9806.9,2640.4,5566.8,846.2,753.5
Malta,LFS - Labour Force Survey,Total,Total,2011,345.9,55.3,169.8,59.1,61.7
Malta,LFS - Labour Force Survey,Total,Total,2012,351.3,54.9,171.0,59.2,66.2
Malta,LFS - Labour Force Survey,Total,Total,2013,357.5,54.7,173.6,59.0,70.1
Malta,LFS - Labour Force Survey,Total,Total,2014,366.1,54.7,178.4,59.1,73.8
Malta,LFS - Labour Force Survey,Total,Total,2015,375.9,54.6,184.6,59.5,77.3
Malta,LFS - Labour Force Survey,Total,Total,2016,384.9,53.9,190.3,60.0,80.6
Malta,LFS - Labour Force Survey,Total,Total,2017,396.8,53.5,199.1,60.6,83.6
Malta,LFS - Labour Force Survey,Total,Total,2018,412.1,53.6,211.1,61.1,86.3
Malta,LFS - Labour Force Survey,Total,Total,2019,429.8,53.7,225.8,61.3,89.0
Malta,LFS - Labour Force Survey,Total,Total,2020,438.3,52.5,233.3,61.0,91.5
Malta,LFS - Labour Force Survey,Total,Total,2021,444.8,50.5,237.0,60.4,96.9
Malta,LFS - Labour Force Survey,Total,Total,2022,452.5,49.2,247.1,59.8,96.5
Marshall Islands,HIES - Household Income and Expenditure Survey,Total,Total,2019,38.8,8.0,23.2,5.0,2.7
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2011,83187.1,21531.2,45103.7,8199.6,8352.7
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2012,84772.3,21653.4,45811.8,8725.9,8581.2
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2013,85889.6,21521.9,46709.2,8821.5,8837.0
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2014,86867.3,21388.0,47347.6,9073.1,9058.6
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2015,87007.3,21132.8,47219.5,9412.5,9242.6
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2016,88548.4,21204.2,48113.3,9696.5,9534.3
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2017,90055.5,21308.2,48734.6,10047.2,9965.4
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2018,92171.8,21477.7,49674.5,10527.0,10492.6
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2019,94033.8,21607.9,50197.3,11083.2,11145.5
Mexico,PC - Population Census,Total,Total,2020,93571.9,21181.7,51497.9,10502.4,10389.8
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2021,97801.6,21536.5,51934.7,12204.3,12126.0
Mexico,LFS - Encuesta Nacional de OcupaciÃÂ³n y Empleo,Total,Total,2022,99171.6,21957.4,52426.3,12333.2,12454.7
"Micronesia, Federated States of",HIES - Household Income and Expenditure Survey,Total,Total,2014,68.6,21.0,36.4,7.0,4.1
Mongolia,LFS - Labour Force Survey,Total,Total,2019,2106.1,375.3,1284.8,260.0,186.0
Mongolia,PC - Population Census,Total,Total,2020,2170.6,442.2,1355.2,237.4,135.9
Mongolia,LFS - Labour Force Survey,Total,Total,2021,2152.2,388.0,1293.1,287.2,183.9
Montenegro,LFS - Labour Force Survey,Total,Total,2011,501.0,86.8,259.5,75.4,79.4
Montenegro,LFS - Labour Force Survey,Total,Total,2012,501.0,86.6,259.8,75.3,79.2
Montenegro,LFS - Labour Force Survey,Total,Total,2013,501.2,86.8,259.5,75.4,79.5
Montenegro,LFS - Labour Force Survey,Total,Total,2014,500.6,88.5,259.5,75.2,77.4
Montenegro,LFS - Labour Force Survey,Total,Total,2015,500.5,86.3,260.2,75.3,78.7
Montenegro,LFS - Labour Force Survey,Total,Total,2016,499.9,86.0,260.6,75.2,78.1
Montenegro,LFS - Labour Force Survey,Total,Total,2017,499.8,86.0,260.6,75.2,78.0
Montenegro,LFS - Labour Force Survey,Total,Total,2018,499.8,85.7,261.3,75.4,77.4
Montenegro,LFS - Labour Force Survey,Total,Total,2019,500.3,85.6,262.5,75.4,76.8
Montenegro,LFS - Labour Force Survey,Total,Total,2020,500.7,85.5,263.4,75.1,76.7
Montserrat,LFS - Labour Force Survey,Total,Total,2020,3.9,0.5,2.0,0.6,0.8
Myanmar,LFS - Labour Force Survey,Total,Total,2015,33934.7,8182.9,19417.7,3526.0,2808.1
Namibia,LFS - Labour Force Survey,Total,Total,2016,1428.2,434.3,784.1,97.3,112.5
Namibia,LFS - Labour Force Survey,Total,Total,2018,1532.0,477.1,845.5,106.0,103.4
Nauru,HIES - Household Income and Expenditure Survey,Total,Total,2013,6.4,2.0,3.8,0.4,0.1
Netherlands,LFS - EU Labour Force Survey,Total,Total,2011,13520.8,2010.3,6819.9,2163.7,2526.9
