Reference area,Source,Sex,Place of birth,Time,Total,15-24,25-54,55-64,65+
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2011,1696.9,232.2,787.7,265.7,411.3
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2011,203.1,14.4,97.3,38.9,52.4
Croatia,LFS - EU Labour Force Survey,Total,Total,2012,3626.7,501.4,1761.4,593.8,770.1
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2012,3234.9,477.3,1577.9,513.2,666.4
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2012,391.0,24.1,183.5,80.5,102.8
Croatia,LFS - EU Labour Force Survey,Male,Total,2012,1729.9,256.5,884.6,286.8,302.1
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2012,1536.7,243.1,793.9,247.3,252.4
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2012,192.8,13.4,90.7,39.4,49.3
Croatia,LFS - EU Labour Force Survey,Female,Total,2012,1896.8,245.0,876.8,307.0,468.0
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2012,1698.2,234.3,784.0,265.9,414.0
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2012,198.2,10.7,92.8,41.1,53.6
Croatia,LFS - EU Labour Force Survey,Total,Total,2013,3622.5,497.2,1747.4,599.0,778.9
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2013,3222.7,472.4,1559.2,515.1,675.9
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2013,399.4,24.8,187.9,83.8,102.9
Croatia,LFS - EU Labour Force Survey,Male,Total,2013,1728.2,254.3,877.9,289.7,306.4
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2013,1532.5,239.8,785.6,248.9,258.2
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2013,195.4,14.5,92.1,40.7,48.1
Croatia,LFS - EU Labour Force Survey,Female,Total,2013,1894.3,242.9,869.5,309.3,472.5
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2013,1690.2,232.6,773.6,266.3,417.7
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2013,204.0,10.3,95.8,43.1,54.8
Croatia,LFS - EU Labour Force Survey,Total,Total,2014,3615.1,492.2,1730.7,603.1,789.2
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2014,3198.2,473.6,1525.3,517.6,681.7
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2014,416.7,18.7,205.3,85.3,107.4
Croatia,LFS - EU Labour Force Survey,Male,Total,2014,1725.5,251.5,870.5,292.1,311.4
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2014,1534.9,241.5,775.7,251.8,265.9
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2014,190.5,10.0,94.9,40.1,45.5
Croatia,LFS - EU Labour Force Survey,Female,Total,2014,1889.6,240.7,860.2,311.0,477.7
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2014,1663.3,232.1,749.6,265.8,415.8
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2014,226.2,8.6,110.4,45.2,61.9
Croatia,LFS - EU Labour Force Survey,Total,Total,2015,3586.5,482.8,1701.6,601.2,800.9
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2015,3168.1,462.5,1501.9,509.3,694.4
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2015,417.9,20.3,199.4,91.7,106.5
Croatia,LFS - EU Labour Force Survey,Male,Total,2015,1711.4,247.0,855.2,291.0,318.2
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2015,1514.8,234.3,758.3,249.2,273.0
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2015,196.4,12.7,96.9,41.7,45.2
Croatia,LFS - EU Labour Force Survey,Female,Total,2015,1875.1,235.7,846.4,310.3,482.7
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2015,1653.4,228.1,743.7,260.2,421.4
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2015,221.5,7.6,102.6,50.0,61.3
Croatia,LFS - EU Labour Force Survey,Total,Total,2016,3565.5,473.7,1679.1,600.4,812.3
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2016,3151.6,456.0,1489.5,509.0,697.1
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2016,413.4,17.7,189.1,91.3,115.2
Croatia,LFS - EU Labour Force Survey,Male,Total,2016,1702.0,242.6,844.5,290.2,324.7
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2016,1499.7,233.3,746.6,246.1,273.7
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2016,202.2,9.3,97.9,44.1,51.0
Croatia,LFS - EU Labour Force Survey,Female,Total,2016,1863.5,231.1,834.6,310.2,487.6
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2016,1651.9,222.6,742.9,263.0,423.4
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2016,211.2,8.5,91.3,47.2,64.2
Croatia,LFS - EU Labour Force Survey,Total,Total,2017,3546.4,464.9,1655.7,599.7,826.1
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2017,3138.3,452.5,1465.4,507.9,712.4
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2017,407.0,12.3,189.8,91.2,113.7
Croatia,LFS - EU Labour Force Survey,Total,Status unknown,2017,1.1,0.0,0.0,0.0,0.0
Croatia,LFS - EU Labour Force Survey,Male,Total,2017,1693.4,238.3,833.2,289.4,332.6
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2017,1498.1,232.4,738.2,244.0,283.5
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2017,194.2,5.8,94.6,44.8,49.0
Croatia,LFS - EU Labour Force Survey,Male,Status unknown,2017,1.0,0.0,0.0,0.0,0.0
Croatia,LFS - EU Labour Force Survey,Female,Total,2017,1853.0,226.6,822.6,310.3,493.5
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2017,1640.1,220.1,727.3,263.9,428.9
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2017,212.8,6.5,95.2,46.4,64.6
Croatia,LFS - EU Labour Force Survey,Total,Total,2018,3531.0,456.2,1633.2,599.2,842.4
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2018,3121.0,444.3,1440.9,510.0,725.8
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2018,409.1,11.9,191.8,88.7,116.6
Croatia,LFS - EU Labour Force Survey,Male,Total,2018,1686.7,234.0,822.2,288.8,341.6
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2018,1491.4,227.4,725.0,246.9,292.1
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2018,194.3,6.6,96.8,41.4,49.5
Croatia,LFS - EU Labour Force Survey,Female,Total,2018,1844.3,222.2,810.9,310.5,500.7
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2018,1629.6,216.9,715.9,263.2,433.7
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2018,214.8,5.3,95.0,47.3,67.1
Croatia,LFS - EU Labour Force Survey,Total,Total,2019,3519.3,447.7,1611.4,598.8,861.4
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2019,3118.8,435.1,1438.0,504.7,741.0
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2019,400.5,12.6,173.5,94.1,120.3
Croatia,LFS - EU Labour Force Survey,Male,Total,2019,1681.8,229.9,811.7,288.2,352.1
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2019,1494.3,224.4,724.3,246.0,299.7
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2019,187.5,5.5,87.5,42.2,52.4
Croatia,LFS - EU Labour Force Survey,Female,Total,2019,1837.5,217.8,799.7,310.7,509.3
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2019,1624.5,210.7,713.7,258.8,441.4
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2019,213.0,7.2,86.0,51.9,68.0
Croatia,LFS - EU Labour Force Survey,Total,Total,2020,3511.6,439.5,1590.5,598.5,883.1
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2020,3132.9,430.0,1436.2,505.1,761.6
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2020,378.7,9.5,154.2,93.4,121.6
Croatia,LFS - EU Labour Force Survey,Male,Total,2020,1678.9,225.8,801.7,287.6,363.9
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2020,1505.1,222.9,727.4,246.7,308.0
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2020,173.9,2.9,74.2,40.9,55.9
Croatia,LFS - EU Labour Force Survey,Female,Total,2020,1832.7,213.7,788.8,310.9,519.3
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2020,1627.8,207.1,708.8,258.4,453.6
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2020,204.9,6.6,80.0,52.5,65.7
Croatia,LFS - EU Labour Force Survey,Total,Total,2021,3507.9,431.4,1570.3,598.4,907.8
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2021,3145.2,424.2,1416.7,511.3,793.0
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2021,362.6,7.2,153.6,87.0,114.8
Croatia,LFS - EU Labour Force Survey,Male,Total,2021,1678.1,221.9,792.0,287.2,377.1
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2021,1515.5,218.2,720.5,248.3,328.5
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2021,162.6,3.6,71.5,38.8,48.7
Croatia,LFS - EU Labour Force Survey,Female,Total,2021,1829.8,209.6,778.4,311.2,530.6
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2021,1629.8,206.0,696.2,263.0,464.5
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2021,200.0,3.6,82.1,48.2,66.1
Croatia,LFS - EU Labour Force Survey,Total,Total,2022,3508.2,423.6,1550.7,598.3,935.5
Croatia,LFS - EU Labour Force Survey,Total,Native-born,2022,3166.9,419.2,1414.0,508.4,825.3
Croatia,LFS - EU Labour Force Survey,Total,Foreign-born,2022,341.2,4.3,136.9,89.9,110.1
Croatia,LFS - EU Labour Force Survey,Male,Total,2022,1679.3,218.0,782.6,286.7,392.0
Croatia,LFS - EU Labour Force Survey,Male,Native-born,2022,1524.1,215.8,718.1,245.5,344.7
Croatia,LFS - EU Labour Force Survey,Male,Foreign-born,2022,155.2,2.2,64.5,41.3,47.3
Croatia,LFS - EU Labour Force Survey,Female,Total,2022,1828.8,205.6,768.3,311.5,543.5
Croatia,LFS - EU Labour Force Survey,Female,Native-born,2022,1642.8,203.4,695.7,262.9,480.7
Croatia,LFS - EU Labour Force Survey,Female,Foreign-born,2022,186.0,2.1,72.4,48.6,62.8
Cyprus,LFS - Labour Force Survey,Total,Total,2011,678.0,104.1,373.0,94.2,106.7
Cyprus,LFS - Labour Force Survey,Total,Native-born,2011,520.5,81.5,259.9,82.7,96.4
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2011,157.6,22.7,113.1,11.5,10.3
Cyprus,LFS - Labour Force Survey,Male,Total,2011,321.2,48.8,176.5,46.5,49.3
Cyprus,LFS - Labour Force Survey,Male,Native-born,2011,255.8,38.0,132.2,41.0,44.6
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2011,65.5,10.9,44.3,5.5,4.7
Cyprus,LFS - Labour Force Survey,Female,Total,2011,356.8,55.3,196.4,47.7,57.4
Cyprus,LFS - Labour Force Survey,Female,Native-born,2011,264.7,43.5,127.7,41.7,51.9
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2011,92.1,11.8,68.7,6.0,5.6
Cyprus,LFS - Labour Force Survey,Total,Total,2012,688.6,106.1,378.5,95.6,108.3
Cyprus,LFS - Labour Force Survey,Total,Native-born,2012,527.4,84.0,261.4,83.4,98.5
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2012,161.2,22.1,117.1,12.2,9.8
Cyprus,LFS - Labour Force Survey,Male,Total,2012,325.8,49.6,179.0,47.2,50.0
Cyprus,LFS - Labour Force Survey,Male,Native-born,2012,260.5,39.0,134.3,41.6,45.6
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2012,65.3,10.6,44.7,5.6,4.3
Cyprus,LFS - Labour Force Survey,Female,Total,2012,362.7,56.5,199.5,48.4,58.3
Cyprus,LFS - Labour Force Survey,Female,Native-born,2012,266.8,45.0,127.1,41.9,52.9
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2012,95.9,11.5,72.4,6.6,5.4
Cyprus,LFS - Labour Force Survey,Total,Total,2013,685.6,105.4,377.1,95.2,107.9
Cyprus,LFS - Labour Force Survey,Total,Native-born,2013,532.8,88.5,264.6,82.3,97.4
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2013,152.8,16.9,112.5,12.9,10.5
Cyprus,LFS - Labour Force Survey,Male,Total,2013,324.3,49.2,178.4,47.0,49.8
Cyprus,LFS - Labour Force Survey,Male,Native-born,2013,264.6,41.9,136.9,41.4,44.5
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2013,59.7,7.3,41.5,5.6,5.3
Cyprus,LFS - Labour Force Survey,Female,Total,2013,361.2,56.2,198.7,48.2,58.1
Cyprus,LFS - Labour Force Survey,Female,Native-born,2013,268.2,46.6,127.6,41.0,53.0
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2013,93.0,9.6,71.1,7.3,5.1
Cyprus,LFS - Labour Force Survey,Total,Total,2014,678.1,104.6,372.8,94.1,106.6
Cyprus,LFS - Labour Force Survey,Total,Native-born,2014,536.5,91.2,268.9,81.7,94.8
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2014,141.6,13.4,103.9,12.5,11.9
Cyprus,LFS - Labour Force Survey,Male,Total,2014,321.1,49.1,176.3,46.5,49.2
Cyprus,LFS - Labour Force Survey,Male,Native-born,2014,264.6,42.5,137.7,41.3,43.2
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2014,56.5,6.6,38.7,5.2,6.1
Cyprus,LFS - Labour Force Survey,Female,Total,2014,357.0,55.5,196.4,47.7,57.4
Cyprus,LFS - Labour Force Survey,Female,Native-born,2014,271.9,48.7,131.2,40.4,51.6
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2014,85.1,6.8,65.2,7.3,5.8
Cyprus,LFS - Labour Force Survey,Total,Total,2015,675.8,98.3,364.0,96.3,117.2
Cyprus,LFS - Labour Force Survey,Total,Native-born,2015,535.2,83.9,263.1,83.5,104.7
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2015,140.6,14.3,100.9,12.7,12.5
Cyprus,LFS - Labour Force Survey,Male,Total,2015,320.9,46.6,172.9,47.3,54.1
Cyprus,LFS - Labour Force Survey,Male,Native-born,2015,265.0,39.8,134.9,42.2,48.2
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2015,55.9,6.8,38.0,5.2,5.9
Cyprus,LFS - Labour Force Survey,Female,Total,2015,354.9,51.7,191.1,49.0,63.2
Cyprus,LFS - Labour Force Survey,Female,Native-born,2015,270.2,44.1,128.2,41.4,56.5
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2015,84.7,7.5,62.9,7.6,6.6
Cyprus,LFS - Labour Force Survey,Total,Total,2016,680.8,95.3,362.7,97.5,125.3
Cyprus,LFS - Labour Force Survey,Total,Native-born,2016,532.6,76.9,260.6,83.8,111.3
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2016,148.2,18.4,102.1,13.7,13.9
Cyprus,LFS - Labour Force Survey,Male,Total,2016,323.5,45.2,172.4,48.1,57.8
Cyprus,LFS - Labour Force Survey,Male,Native-born,2016,260.5,36.9,130.3,41.8,51.5
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2016,63.0,8.3,42.1,6.3,6.3
Cyprus,LFS - Labour Force Survey,Female,Total,2016,357.3,50.1,190.3,49.4,67.5
Cyprus,LFS - Labour Force Survey,Female,Native-born,2016,272.1,40.0,130.2,42.0,59.8
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2016,85.2,10.2,60.0,7.4,7.6
Cyprus,LFS - Labour Force Survey,Total,Total,2017,692.5,96.6,367.2,100.1,128.4
Cyprus,LFS - Labour Force Survey,Total,Native-born,2017,539.0,77.6,260.9,86.5,114.0
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2017,153.4,19.0,106.3,13.6,14.4
Cyprus,LFS - Labour Force Survey,Male,Total,2017,331.6,46.7,176.3,49.0,59.6
Cyprus,LFS - Labour Force Survey,Male,Native-born,2017,266.3,38.3,131.3,43.9,52.8
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2017,65.3,8.4,45.0,5.1,6.7
Cyprus,LFS - Labour Force Survey,Female,Total,2017,360.8,49.9,190.9,51.1,68.9
Cyprus,LFS - Labour Force Survey,Female,Native-born,2017,272.7,39.3,129.6,42.6,61.2
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2017,88.1,10.6,61.3,8.5,7.7
Cyprus,LFS - Labour Force Survey,Total,Total,2018,701.2,96.5,369.6,102.2,132.9
Cyprus,LFS - Labour Force Survey,Total,Native-born,2018,545.8,79.1,263.0,87.5,116.1
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2018,155.4,17.4,106.5,14.6,16.8
Cyprus,LFS - Labour Force Survey,Male,Total,2018,336.9,46.9,178.0,49.9,62.1
Cyprus,LFS - Labour Force Survey,Male,Native-born,2018,270.7,38.5,133.3,44.9,53.9
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2018,66.2,8.4,44.7,5.0,8.2
Cyprus,LFS - Labour Force Survey,Female,Total,2018,364.3,49.6,191.5,52.3,70.8
Cyprus,LFS - Labour Force Survey,Female,Native-born,2018,275.1,40.6,129.7,42.6,62.2
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2018,89.1,9.0,61.8,9.7,8.6
Cyprus,LFS - Labour Force Survey,Total,Total,2019,711.8,93.3,375.0,103.8,139.8
Cyprus,LFS - Labour Force Survey,Total,Native-born,2019,545.1,75.5,259.6,87.8,122.2
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2019,166.7,17.8,115.4,16.0,17.6
Cyprus,LFS - Labour Force Survey,Male,Total,2019,342.6,44.1,182.2,51.0,65.4
Cyprus,LFS - Labour Force Survey,Male,Native-born,2019,268.4,35.0,131.5,44.6,57.2
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2019,74.3,9.0,50.7,6.3,8.2
Cyprus,LFS - Labour Force Survey,Female,Total,2019,369.2,49.2,192.8,52.8,74.4
Cyprus,LFS - Labour Force Survey,Female,Native-born,2019,276.8,40.5,128.1,43.1,65.1
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2019,92.4,8.8,64.7,9.7,9.3
Cyprus,LFS - Labour Force Survey,Total,Total,2020,720.4,91.7,381.7,105.6,141.3
Cyprus,LFS - Labour Force Survey,Total,Native-born,2020,540.1,69.3,256.3,88.7,125.8
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2020,180.3,22.5,125.4,17.0,15.4
Cyprus,LFS - Labour Force Survey,Male,Total,2020,346.9,42.9,186.3,51.5,66.2
Cyprus,LFS - Labour Force Survey,Male,Native-born,2020,265.1,32.1,129.0,44.4,59.7
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2020,81.8,10.9,57.3,7.1,6.5
Cyprus,LFS - Labour Force Survey,Female,Total,2020,373.5,48.8,195.5,54.2,75.1
Cyprus,LFS - Labour Force Survey,Female,Native-born,2020,275.1,37.2,127.4,44.3,66.2
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2020,98.5,11.6,68.1,9.9,8.9
Cyprus,LFS - Labour Force Survey,Total,Total,2021,731.3,93.4,389.8,105.6,142.4
Cyprus,LFS - Labour Force Survey,Total,Native-born,2021,549.9,73.0,261.1,88.0,127.7
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2021,181.4,20.4,128.7,17.6,14.7
Cyprus,LFS - Labour Force Survey,Male,Total,2021,351.3,45.2,186.7,52.2,67.2
Cyprus,LFS - Labour Force Survey,Male,Native-born,2021,270.8,34.8,131.0,44.5,60.5
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2021,80.6,10.4,55.7,7.7,6.7
Cyprus,LFS - Labour Force Survey,Female,Total,2021,380.0,48.2,203.1,53.4,75.2
Cyprus,LFS - Labour Force Survey,Female,Native-born,2021,279.1,38.2,130.1,43.5,67.3
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2021,100.8,10.0,73.0,9.9,8.0
Cyprus,LFS - Labour Force Survey,Total,Total,2022,742.5,94.6,396.1,107.3,144.4
Cyprus,LFS - Labour Force Survey,Total,Native-born,2022,552.6,76.7,260.3,87.8,127.8
Cyprus,LFS - Labour Force Survey,Total,Foreign-born,2022,189.9,18.0,135.8,19.5,16.6
Cyprus,LFS - Labour Force Survey,Male,Total,2022,355.7,45.3,189.7,53.1,67.5
Cyprus,LFS - Labour Force Survey,Male,Native-born,2022,270.3,37.0,128.8,44.2,60.4
Cyprus,LFS - Labour Force Survey,Male,Foreign-born,2022,85.4,8.3,61.1,8.9,7.1
Cyprus,LFS - Labour Force Survey,Female,Total,2022,386.8,49.3,206.4,54.1,76.9
Cyprus,LFS - Labour Force Survey,Female,Native-born,2022,282.3,39.7,131.6,43.6,67.5
Cyprus,LFS - Labour Force Survey,Female,Foreign-born,2022,104.5,9.6,74.9,10.6,9.5
Czechia,LFS - Labour Force Sample Survey,Total,Total,2011,8964.7,1234.3,4564.8,1496.3,1669.2
Czechia,LFS - Labour Force Sample Survey,Total,Native-born,2011,8704.6,1217.4,4418.1,1462.2,1606.9
Czechia,LFS - Labour Force Sample Survey,Total,Foreign-born,2011,259.2,16.9,146.0,34.1,62.2
Czechia,LFS - Labour Force Sample Survey,Total,Status unknown,2011,0.9,0.0,0.8,0.0,0.2
Czechia,LFS - Labour Force Sample Survey,Male,Total,2011,4366.8,632.3,2336.4,722.2,675.9
Czechia,LFS - Labour Force Sample Survey,Male,Native-born,2011,4239.6,623.9,2256.7,706.6,652.4
Czechia,LFS - Labour Force Sample Survey,Male,Foreign-born,2011,126.5,8.4,79.0,15.5,23.5
Czechia,LFS - Labour Force Sample Survey,Male,Status unknown,2011,0.8,0.0,0.8,0.0,0.0
Czechia,LFS - Labour Force Sample Survey,Female,Total,2011,4597.9,602.0,2228.4,774.2,993.3
Czechia,LFS - Labour Force Sample Survey,Female,Native-born,2011,4465.0,593.4,2161.4,755.6,954.5
Czechia,LFS - Labour Force Sample Survey,Female,Foreign-born,2011,132.8,8.5,67.0,18.6,38.7
Czechia,LFS - Labour Force Sample Survey,Total,Total,2012,8964.6,1192.2,4558.2,1478.2,1736.1
Czechia,LFS - Labour Force Sample Survey,Total,Native-born,2012,8689.9,1173.8,4404.6,1440.0,1671.7
Czechia,LFS - Labour Force Sample Survey,Total,Foreign-born,2012,273.6,18.4,152.8,38.2,64.1
Czechia,LFS - Labour Force Sample Survey,Total,Status unknown,2012,1.1,0.0,0.8,0.0,0.3
Czechia,LFS - Labour Force Sample Survey,Male,Total,2012,4368.0,610.1,2335.1,714.8,708.0
Czechia,LFS - Labour Force Sample Survey,Male,Native-born,2012,4236.4,602.0,2254.8,696.5,683.1
Czechia,LFS - Labour Force Sample Survey,Male,Foreign-born,2012,130.5,8.1,79.5,18.3,24.6
Czechia,LFS - Labour Force Sample Survey,Male,Status unknown,2012,1.1,0.0,0.8,0.0,0.3
Czechia,LFS - Labour Force Sample Survey,Female,Total,2012,4596.6,582.1,2223.1,763.4,1028.1
Czechia,LFS - Labour Force Sample Survey,Female,Native-born,2012,4453.5,571.8,2149.8,743.4,988.5
Czechia,LFS - Labour Force Sample Survey,Female,Foreign-born,2012,143.1,10.3,73.3,20.0,39.5
Czechia,LFS - Labour Force Sample Survey,Female,Status unknown,2012,0.0,0.0,0.0,0.0,0.0
Czechia,LFS - Labour Force Sample Survey,Total,Total,2013,8951.5,1148.3,4552.9,1452.8,1797.4
Czechia,LFS - Labour Force Sample Survey,Total,Native-born,2013,8672.2,1127.6,4397.4,1413.5,1733.7
Czechia,LFS - Labour Force Sample Survey,Total,Foreign-born,2013,279.2,20.8,155.4,39.2,63.7
Czechia,LFS - Labour Force Sample Survey,Male,Total,2013,4362.1,587.4,2332.9,703.6,738.1
Czechia,LFS - Labour Force Sample Survey,Male,Native-born,2013,4225.8,577.2,2250.0,685.9,712.7
Czechia,LFS - Labour Force Sample Survey,Male,Foreign-born,2013,136.2,10.2,82.9,17.7,25.4
Czechia,LFS - Labour Force Sample Survey,Female,Total,2013,4589.4,561.0,2220.0,749.1,1059.3
Czechia,LFS - Labour Force Sample Survey,Female,Native-born,2013,4446.4,550.3,2147.4,727.6,1020.9
Czechia,LFS - Labour Force Sample Survey,Female,Foreign-born,2013,143.0,10.6,72.6,21.5,38.4
Czechia,LFS - Labour Force Sample Survey,Total,Total,2014,8932.6,1105.6,4553.2,1422.4,1851.4
Czechia,LFS - Labour Force Sample Survey,Total,Native-born,2014,8647.4,1088.7,4384.8,1379.8,1794.1
Czechia,LFS - Labour Force Sample Survey,Total,Foreign-born,2014,284.6,16.7,168.1,42.5,57.3
Czechia,LFS - Labour Force Sample Survey,Total,Status unknown,2014,0.6,0.0,0.0,0.0,0.0
Czechia,LFS - Labour Force Sample Survey,Male,Total,2014,4352.3,565.7,2332.3,690.0,764.4
Czechia,LFS - Labour Force Sample Survey,Male,Native-born,2014,4212.9,557.4,2247.6,668.6,739.3
Czechia,LFS - Labour Force Sample Survey,Male,Foreign-born,2014,139.1,8.3,84.4,21.3,25.1
Czechia,LFS - Labour Force Sample Survey,Female,Total,2014,4580.2,540.0,2220.9,732.4,1087.0
Czechia,LFS - Labour Force Sample Survey,Female,Native-born,2014,4434.5,531.3,2137.2,711.2,1054.8
Czechia,LFS - Labour Force Sample Survey,Female,Foreign-born,2014,145.6,8.4,83.7,21.2,32.2
Czechia,LFS - Labour Force Sample Survey,Total,Total,2015,8935.7,1067.2,4568.1,1390.9,1909.5
Czechia,LFS - Labour Force Sample Survey,Total,Native-born,2015,8622.7,1047.1,4383.6,1346.9,1845.1
Czechia,LFS - Labour Force Sample Survey,Total,Foreign-born,2015,312.6,20.1,184.1,44.0,64.4
Czechia,LFS - Labour Force Sample Survey,Male,Total,2015,4355.9,546.3,2340.8,676.8,792.0
Czechia,LFS - Labour Force Sample Survey,Male,Native-born,2015,4202.7,537.2,2246.0,656.4,763.0
Czechia,LFS - Labour Force Sample Survey,Male,Foreign-born,2015,153.0,9.1,94.6,20.4,29.0
Czechia,LFS - Labour Force Sample Survey,Female,Total,2015,4579.8,520.9,2227.3,714.1,1117.5
Czechia,LFS - Labour Force Sample Survey,Female,Native-born,2015,4420.0,509.9,2137.6,690.5,1082.0
Czechia,LFS - Labour Force Sample Survey,Female,Foreign-born,2015,159.6,11.0,89.5,23.6,35.4
Czechia,LFS - Labour Force Sample Survey,Total,Total,2016,8928.7,1030.5,4578.8,1359.1,1960.3
Czechia,LFS - Labour Force Sample Survey,Total,Native-born,2016,8637.8,1013.2,4411.0,1318.8,1894.8
Czechia,LFS - Labour Force Sample Survey,Total,Foreign-born,2016,290.8,17.3,167.8,40.3,65.5
Czechia,LFS - Labour Force Sample Survey,Male,Total,2016,4353.7,527.9,2345.9,663.1,816.8
Czechia,LFS - Labour Force Sample Survey,Male,Native-born,2016,4214.9,520.3,2258.5,646.6,789.6
Czechia,LFS - Labour Force Sample Survey,Male,Foreign-born,2016,138.7,7.6,87.4,16.6,27.2
Czechia,LFS - Labour Force Sample Survey,Female,Total,2016,4575.0,502.6,2233.0,696.0,1143.5
Czechia,LFS - Labour Force Sample Survey,Female,Native-born,2016,4422.9,492.9,2152.5,672.3,1105.2
